side_a_id,side_b_id,incompatibility,year,intensity_level,cumulative_intensity,type_of_conflict,ep_end
115,335,2,2005,1,0,3,1
17,743,2,1987,1,1,3,0
49,336,1,1991,1,0,3,1
17,744,2,1989,1,1,3,0
49,337,1,1992,1,1,3,1
109,536,2,1991,1,0,3,0
109,537,2,1992,1,0,3,0
17,743,2,1990,1,1,3,0
17,743,2,1978,1,0,3,0
17,743,2,1979,1,1,3,0
17,745,2,1981,1,1,3,0
17,743,2,1982,1,1,3,0
109,538,2,1998,2,1,3,0
17,745,2,1983,1,1,3,0
17,744,2,2018,1,1,3,0
17,744,2,2019,1,1,3,0
17,744,2,2021,1,1,3,0
21,748,2,1965,1,0,3,1
109,539,2,2004,1,1,4,0
109,539,2,2005,1,1,3,0
109,539,2,2006,1,1,3,0
109,539,2,2007,1,1,3,0
109,539,2,2008,1,1,3,0
109,539,2,2009,1,1,3,0
109,539,2,2010,1,1,3,0
109,539,2,2011,1,1,3,0
21,750,2,1989,2,1,3,0
109,539,2,2013,1,1,3,0
109,539,2,2014,1,1,3,0
109,539,2,2015,1,1,3,0
109,539,2,2016,1,1,3,0
109,539,2,2017,1,1,3,0
109,539,2,2018,1,1,3,1
109,539,2,2020,1,1,3,1
99,540,1,1991,1,0,3,0
99,541,1,1992,1,0,3,1
21,750,2,1990,2,1,3,0
99,541,1,1995,1,0,3,0
99,541,1,1996,1,0,3,0
21,750,2,1991,2,1,3,0
99,541,1,1998,1,0,3,1
21,750,2,1992,2,1,3,0
99,541,1,2003,1,0,3,0
99,541,1,2004,1,0,3,1
99,541,1,2007,1,0,3,1
99,541,1,2009,1,0,3,1
99,7412,1,2016,1,0,3,0
99,7412,1,2017,1,0,3,1
99,7412,1,2019,1,0,3,0
99,7412,1,2020,1,0,3,1
99,7412,1,2022,1,0,3,0
64,338,1,1991,1,0,4,0
64,338,1,1992,2,1,4,0
64,338,1,1993,2,1,4,0
64,338,1,1994,2,1,3,1
64,338,1,1997,1,1,4,0
64,338,1,1998,1,1,4,1
64,338,1,2005,1,1,4,1
64,338,1,2008,1,1,4,1
64,338,1,2012,1,1,4,1
64,338,1,2014,1,1,4,0
64,338,1,2015,1,1,4,0
64,338,1,2016,1,1,4,0
64,338,1,2017,1,1,4,1
64,338,1,2020,2,1,4,0
64,338,1,2021,1,1,4,0
64,338,1,2022,1,1,4,0
21,751,2,1993,1,1,3,0
13,753,2,1979,1,0,3,0
6,765,2,2004,1,0,3,1
130,8114,2,2022,1,1,3,0
48,340,1,1992,2,1,4,0
48,340,1,1993,1,1,4,0
48,340,1,1994,1,1,3,0
48,340,1,1995,2,1,3,1
117,341,2,1993,1,0,3,0
117,341,2,1994,1,0,3,0
117,341,2,1995,1,0,3,0
117,341,2,1996,1,0,3,0
117,341,2,1997,1,0,3,0
117,341,2,1998,1,0,3,1
117,4319,2,2014,1,0,3,1
117,6616,2,2017,1,1,3,0
117,6616,2,2018,1,1,3,0
117,6616,2,2019,1,1,3,1
63,342,1,1992,1,0,3,0
63,342,1,1993,2,1,3,1
63,343,1,1992,1,0,3,1
63,343,1,2004,1,0,3,1
63,343,1,2008,1,0,4,1
55,344,1,1992,1,0,3,1
131,345,2,1992,2,1,4,0
131,345,2,1993,2,1,4,0
131,345,2,1994,1,1,4,0
131,345,2,1995,1,1,4,0
131,345,2,1996,2,1,4,0
131,346,2,1997,1,1,3,0
131,345,2,1998,1,1,3,1
131,1216,2,2000,1,1,3,1
131,1216,2,2010,1,1,3,0
131,359,2,2011,1,1,3,1
64,347,2,1993,1,0,3,1
64,348,2,1995,1,0,3,1
50,349,1,1993,1,0,3,0
50,349,1,1994,2,1,3,0
50,349,1,1995,1,1,3,1
50,350,1,1992,1,0,3,0
50,350,1,1993,2,1,4,0
50,350,1,1994,1,1,3,1
57,351,2,1993,1,0,3,1
10,767,2,1994,1,0,3,1
10,768,2,1996,1,0,3,1
57,352,1,1994,1,0,3,0
57,352,1,1995,2,1,3,0
57,352,1,1996,2,1,3,1
57,352,1,1999,2,1,3,0
57,352,1,2000,2,1,3,0
57,352,1,2001,1,1,3,0
57,352,1,2002,2,1,3,0
57,352,1,2003,1,1,3,0
57,352,1,2004,2,1,3,0
57,352,1,2005,1,1,3,0
57,352,1,2006,1,1,3,0
57,352,1,2007,1,1,3,1
123,353,1,1994,2,1,3,1
20,21,1,1995,1,0,2,1
142,354,2,1990,1,0,3,1
142,354,2,1994,1,0,3,0
142,354,2,1995,1,0,3,0
142,354,2,1996,1,0,3,1
142,356,2,2007,1,0,3,0
142,356,2,2008,2,1,3,0
142,356,2,2009,2,1,3,0
142,356,2,2010,2,1,3,0
142,356,2,2011,2,1,3,0
142,1101,2,2012,2,1,3,0
142,356,2,2013,2,1,3,0
142,356,2,2014,2,1,3,0
142,356,2,2015,2,1,4,0
142,356,2,2016,1,1,4,0
142,356,2,2017,1,1,4,0
142,356,2,2018,1,1,4,0
142,356,2,2019,1,1,3,0
142,356,2,2020,1,1,3,0
142,356,2,2021,1,1,3,0
142,356,2,2022,1,1,3,0
83,84,1,1996,1,0,2,1
75,543,1,1995,1,0,3,1
107,544,1,1997,1,0,3,1
88,546,2,1993,1,0,3,1
88,547,2,1997,2,1,4,0
88,546,2,1998,2,1,4,0
88,547,2,1999,1,1,4,1
88,548,2,2002,1,1,4,1
88,548,2,2016,1,1,3,1
98,97,1,1998,2,1,2,0
98,97,1,1999,2,1,2,0
98,97,1,2000,2,1,2,1
98,97,1,2016,1,1,2,1
70,549,2,1998,1,0,4,0
70,549,2,1999,1,0,4,1
104,550,2,1998,1,0,4,1
49,357,1,1998,2,1,3,0
49,357,1,1999,2,1,4,1
97,551,1,1977,1,0,3,0
97,551,1,1978,1,0,3,1
97,551,1,1980,1,0,4,0
97,551,1,1981,2,1,3,1
97,551,1,1983,1,1,3,0
97,551,1,1984,1,1,3,0
97,551,1,1985,1,1,3,0
97,551,1,1986,1,1,3,0
97,551,1,1987,1,1,3,0
97,551,1,1988,1,1,3,0
97,551,1,1989,1,1,3,0
97,551,1,1990,1,1,3,0
97,551,1,1991,1,1,3,0
97,551,1,1992,1,1,3,1
97,551,1,1994,1,1,3,0
97,551,1,1995,1,1,3,1
97,551,1,1998,1,1,3,0
97,551,1,1999,1,1,3,0
97,551,1,2000,1,1,3,0
97,551,1,2001,1,1,3,0
97,551,1,2002,1,1,3,0
97,551,1,2003,1,1,3,0
97,551,1,2004,1,1,3,0
97,551,1,2005,1,1,3,0
97,551,1,2006,1,1,3,0
97,551,1,2007,1,1,3,0
97,551,1,2008,1,1,3,0
97,551,1,2009,1,1,3,0
97,551,1,2010,1,1,3,0
97,551,1,2011,1,1,3,0
97,551,1,2012,1,1,3,0
97,551,1,2013,1,1,3,1
97,551,1,2015,1,1,3,0
97,551,1,2016,1,1,3,1
97,7595,1,2019,1,1,3,0
97,7595,1,2020,1,1,3,0
97,7595,1,2021,1,1,3,0
97,7595,1,2022,1,1,4,0
57,358,1,1999,1,0,3,1
133,359,2,1999,1,0,3,0
133,359,2,2000,1,0,4,1
133,360,2,2004,1,0,3,1
86,552,2,2001,1,0,4,0
86,553,2,2002,1,0,3,1
86,554,2,2006,1,0,4,1
86,1053,2,2009,1,0,3,0
86,1053,2,2010,1,0,3,0
86,1053,2,2011,1,0,3,0
86,554,2,2012,1,0,4,0
86,4201,2,2013,1,0,4,0
86,4201,2,2014,1,1,4,1
86,4201,2,2017,1,1,4,0
86,4201,2,2018,1,1,4,0
86,5999,2,2019,1,1,4,0
86,5999,2,2020,1,1,4,0
86,5999,2,2021,1,1,4,0
86,7870,2,2022,1,1,4,0
47,361,2,2001,1,0,3,1
3,769,2,2001,2,1,4,0
3,769,2,2002,1,1,4,0
3,769,2,2003,1,1,4,0
3,769,2,2004,1,1,4,0
3,769,2,2005,1,1,4,0
3,769,2,2006,1,1,4,0
3,769,2,2007,1,1,4,0
3,769,2,2008,1,1,4,0
3,769,2,2009,1,1,4,0
3,769,2,2010,1,1,4,0
3,769,2,2011,1,1,4,0
3,769,2,2012,1,1,4,0
3,769,2,2013,1,1,4,0
3,769,2,2014,1,1,4,0
3,769,2,2015,1,1,4,0
3,769,2,2016,1,1,4,0
3,769,2,2017,1,1,4,1
3,769,2,2019,1,1,4,1
76,556,2,2002,1,0,3,0
76,555,2,2003,1,0,3,0
76,558,2,2004,1,0,3,1
76,1125,2,2011,1,0,3,1
156,116,2,2003,2,1,2,1
141,362,1,1989,1,0,3,0
141,362,1,1990,1,0,3,1
141,363,1,1994,1,0,3,1
141,363,1,1996,1,0,3,0
141,363,1,1997,1,0,3,0
141,363,1,1998,1,0,3,0
141,363,1,1999,1,0,3,1
141,363,1,2001,1,0,3,0
141,363,1,2002,1,0,3,0
141,363,1,2003,1,0,3,0
141,363,1,2004,1,0,3,1
141,1066,1,2009,1,0,3,0
141,1066,1,2010,1,0,3,1
141,5826,1,2013,1,0,3,0
141,5826,1,2014,1,0,3,1
144,364,1,1997,1,0,3,1
147,365,1,2003,1,0,3,0
147,365,1,2004,1,0,3,0
147,365,1,2005,1,0,3,0
147,365,1,2006,1,0,3,0
147,365,1,2007,1,0,3,0
147,365,1,2008,1,0,3,0
147,365,1,2009,1,1,3,0
147,365,1,2010,1,1,3,0
147,365,1,2011,1,1,3,0
147,365,1,2012,1,1,3,0
147,365,1,2013,1,1,3,0
147,365,1,2014,1,1,3,0
147,365,1,2015,1,1,3,0
147,365,1,2016,1,1,3,0
147,365,1,2017,1,1,3,0
147,365,1,2018,1,1,3,0
147,365,1,2019,1,1,3,0
147,365,1,2020,1,1,3,0
147,365,1,2021,1,1,3,0
147,365,1,2022,1,1,3,0
84,559,1,2004,1,0,3,1
84,560,1,2004,1,0,3,1
121,366,1,1990,1,0,3,0
121,366,1,1991,1,0,3,0
121,366,1,1992,1,0,3,0
121,366,1,1993,1,0,3,0
121,366,1,1994,1,0,3,0
121,366,1,1995,1,0,3,0
121,366,1,1996,1,0,3,0
121,366,1,1997,1,0,3,0
121,366,1,1998,1,0,3,0
121,366,1,1999,1,0,3,1
121,366,1,2006,1,1,3,1
92,90,1,1978,1,0,2,1
74,563,1,1975,1,0,3,0
74,563,1,1976,1,0,3,0
74,563,1,1977,1,1,3,0
74,563,1,1978,1,1,3,1
89,561,1,2007,1,0,3,0
89,561,1,2008,1,0,3,1
89,561,1,2017,1,0,4,1
89,561,1,2020,1,0,4,1
75,524,2,1991,1,0,3,0
75,524,2,1992,1,0,3,1
75,526,2,1997,1,0,3,1
75,562,2,2007,1,0,3,0
75,562,2,2008,1,0,3,1
75,6716,2,2021,1,0,4,0
75,6716,2,2022,1,0,4,0
130,57,2,1979,1,0,2,1
57,367,1,2007,1,0,3,0
57,367,1,2008,1,0,3,0
57,367,1,2009,1,1,3,0
57,367,1,2010,1,1,3,0
57,367,1,2011,1,1,3,0
57,367,1,2012,1,1,3,0
57,367,1,2013,1,1,3,0
57,367,1,2014,1,1,3,0
57,367,1,2015,1,1,3,1
141,369,1,2008,1,0,3,1
96,98,1,2008,1,0,2,1
97,1054,1,1977,1,0,3,0
97,1054,1,1978,1,0,3,0
97,1054,1,1979,1,0,3,0
97,1054,1,1980,1,0,4,1
97,1055,1,1981,2,1,3,1
97,1055,1,1983,1,1,3,1
144,880,1,2009,1,0,3,1
144,880,1,2014,1,0,3,0
144,880,1,2015,1,0,3,1
144,880,1,2017,1,0,3,1
144,880,1,2021,1,0,3,1
144,889,1,1973,1,0,3,0
144,889,1,1974,1,0,3,0
144,889,1,1975,1,0,3,0
144,889,1,1976,1,0,3,0
144,889,1,1977,1,0,3,0
144,889,1,1978,1,0,3,0
144,889,1,1979,1,0,3,0
144,889,1,1980,1,0,3,0
144,889,1,1981,1,0,3,0
144,889,1,1982,1,0,3,1
74,539,2,2010,1,0,4,1
28,116,2,2003,2,1,2,1
3,116,2,2003,2,1,2,1
116,121,1,1949,1,1,2,1
120,121,1,1949,1,1,2,1
119,121,1,1949,1,1,2,1
118,121,1,1949,1,1,2,1
116,121,1,1948,2,1,2,0
120,121,1,1948,2,1,2,0
119,121,1,1948,2,1,2,0
118,121,1,1948,2,1,2,0
76,558,2,2011,1,0,3,1
76,557,2,2003,1,0,3,0
76,557,2,2002,1,0,3,0
86,7870,2,2021,1,1,4,0
86,7870,2,2020,1,1,4,0
86,5999,2,2018,1,1,4,0
86,554,2,2013,1,0,4,0
88,548,2,1999,1,1,4,1
88,547,2,1998,2,1,4,0
88,548,2,1998,2,1,4,0
88,545,2,1997,2,1,4,0
142,359,2,2014,2,1,3,0
142,399,2,2014,2,1,3,0
142,5928,2,2014,2,1,3,0
142,399,2,2013,2,1,3,0
142,356,2,2012,2,1,3,0
142,399,2,2012,2,1,3,0
142,399,2,2010,2,1,3,0
142,399,2,2009,2,1,3,0
50,370,1,1994,1,1,3,1
50,370,1,1993,2,1,4,0
131,359,2,2010,1,1,3,0
131,346,2,1998,1,1,3,1
131,1186,2,1992,2,1,4,0
117,6844,2,2017,1,1,3,0
48,371,1,1992,2,1,4,0
130,8343,2,2022,1,1,3,0
6,766,2,2004,1,0,3,1
13,754,2,1979,1,0,3,0
21,750,2,1993,1,1,3,0
21,751,2,1992,2,1,3,0
21,751,2,1991,2,1,3,0
21,751,2,1990,2,1,3,0
21,751,2,1989,2,1,3,0
21,749,2,1965,1,0,3,1
17,8468,2,2021,1,1,3,0
17,8468,2,2019,1,1,3,0
17,8468,2,2018,1,1,3,0
17,743,2,1983,1,1,3,0
17,745,2,1982,1,1,3,0
17,743,2,1981,1,1,3,0
17,745,2,1979,1,1,3,0
17,745,2,1978,1,0,3,0
17,744,2,1990,1,1,3,0
17,746,2,1990,1,1,3,0
17,746,2,1989,1,1,3,0
17,743,2,1989,1,1,3,0
17,744,2,1987,1,1,3,0
17,746,2,1987,1,1,3,0
17,744,2,1988,1,1,3,0
17,745,2,1988,1,1,3,0
17,746,2,1988,1,1,3,0
17,744,2,1984,1,1,3,0
17,745,2,1984,1,1,3,0
17,746,2,1984,1,1,3,0
17,744,2,1986,1,1,3,0
17,745,2,1986,1,1,3,0
17,744,2,1985,2,1,3,0
17,745,2,1985,2,1,3,0
17,744,2,2015,1,1,3,0
17,744,2,2013,1,1,3,0
130,3,2,2001,2,1,2,1
61,6711,1,2021,1,1,4,0
61,6712,1,2020,1,1,4,0
61,6712,1,2016,1,1,4,0
61,6712,1,2017,1,1,4,0
61,6712,1,2018,1,1,4,0
61,6712,1,2019,1,1,4,0
61,6711,1,2015,2,1,4,0
61,6712,1,2015,2,1,4,0
143,1165,2,2005,1,0,3,0
72,6716,2,2017,1,1,4,0
72,539,2,2014,1,1,4,0
72,539,2,2015,1,1,4,0
72,539,2,2016,1,1,4,0
72,1164,2,2012,1,0,3,0
72,1161,2,2013,1,1,4,0
72,3481,2,2013,1,1,4,0
72,539,2,2013,1,1,4,0
111,6814,2,2017,1,1,3,1
111,6893,2,2017,1,1,3,1
111,5940,2,2014,1,1,3,0
111,1127,2,2011,2,1,4,1
113,8201,2,2021,1,1,3,1
113,4226,2,2013,1,1,3,0
113,1124,2,2011,1,0,3,0
50,371,1,1995,2,1,3,1
50,371,1,1994,2,1,3,0
50,371,1,1993,2,1,4,0
50,371,1,1992,2,1,4,0
99,541,1,2002,1,0,3,0
99,541,1,1997,1,0,3,0
99,541,1,1994,1,0,3,0
109,539,2,2003,1,1,3,0
94,5801,2,2019,1,1,4,0
94,5801,2,2020,1,1,4,1
80,533,2,1999,2,1,4,0
80,533,2,1997,1,1,4,0
80,533,2,1998,2,1,4,0
80,535,2,2000,1,1,4,0
115,6689,2,2016,1,0,3,1
49,370,1,1991,2,1,3,0
109,539,2,2012,1,1,3,0
109,538,2,1993,1,1,3,0
109,538,2,1994,2,1,3,0
109,538,2,1995,2,1,3,0
109,538,2,1996,2,1,3,0
109,538,2,1997,2,1,3,0
109,539,2,1999,2,1,3,0
109,539,2,2000,1,1,3,0
109,539,2,2001,1,1,3,0
109,539,2,2002,1,1,3,0
141,318,1,2009,1,1,3,1
141,318,1,2008,1,1,3,0
145,321,1,1984,1,0,3,0
145,322,1,1985,1,0,3,0
145,322,1,1989,1,1,3,0
56,6137,2,1989,1,0,3,1
141,317,1,2009,1,1,3,1
141,315,1,2006,1,0,3,0
141,315,1,2004,1,0,3,0
114,310,2,2009,1,1,3,0
79,508,2,1990,1,0,3,1
79,510,2,2003,2,1,3,1
110,6359,2,2015,1,0,3,1
141,315,1,2000,1,0,3,1
114,310,2,2006,1,1,3,0
114,310,2,2007,1,1,3,0
114,310,2,2008,1,1,3,0
95,717,2,2008,2,1,4,0
95,501,2,1991,2,1,3,0
95,502,2,1991,2,1,3,0
95,503,2,1991,2,1,3,0
95,501,2,1990,2,1,3,0
95,502,2,1990,2,1,3,0
95,501,2,1989,1,1,3,0
95,500,2,1984,1,0,3,1
95,717,2,2010,2,1,4,0
95,500,2,1983,1,0,3,0
95,717,2,2009,2,1,4,0
130,303,2,2013,2,1,4,0
130,6252,2,2020,2,1,4,0
130,8114,2,2021,2,1,4,0
141,307,1,1997,1,0,3,1
130,303,2,2003,1,1,4,0
130,303,2,2006,2,1,4,0
130,303,2,2008,2,1,4,0
130,303,2,2009,2,1,4,0
130,303,2,2010,2,1,4,0
130,303,2,2011,2,1,4,0
93,3553,2,2022,1,1,4,0
89,1200,2,2021,1,1,4,0
144,8060,2,2022,2,1,3,0
121,208,1,2022,1,1,3,0
97,8196,2,2022,2,1,4,0
89,3043,2,2022,1,1,4,0
89,6896,2,2022,1,1,4,0
89,7098,2,2022,1,1,4,0
89,7107,2,2022,1,1,4,0
89,3043,2,2021,1,1,4,0
89,6920,2,2021,1,1,4,0
89,7098,2,2021,1,1,4,0
145,321,1,1985,1,0,3,0
80,534,2,1997,1,1,4,0
80,534,2,1998,2,1,4,0
94,6684,2,2019,1,1,4,0
94,6684,2,2020,1,1,4,1
89,3043,2,2020,1,1,4,0
93,6513,2,2020,1,1,4,0
121,209,1,2021,1,1,3,0
89,6920,2,2020,1,1,4,0
89,6894,2,2019,1,1,4,0
89,6920,2,2019,1,1,4,0
112,469,2,2017,1,1,3,0
123,881,2,2018,2,1,4,0
89,6590,2,2018,1,1,4,0
154,6999,1,2018,1,1,3,0
89,6894,2,2018,1,1,4,0
89,6920,2,2018,1,1,4,0
112,5849,2,2017,1,1,3,0
89,6590,2,2016,1,1,3,0
154,1146,1,2016,1,1,3,0
112,1123,2,2016,2,1,3,0
142,287,1,2016,1,1,3,1
123,6254,2,2017,2,1,4,0
89,1160,2,2017,2,1,4,0
89,6590,2,2017,2,1,4,0
89,6740,2,2017,2,1,4,0
123,881,2,2017,2,1,4,0
154,6578,1,2016,1,1,3,0
154,6998,1,2016,1,1,3,0
123,6254,2,2016,2,1,4,0
142,287,1,2015,1,1,3,0
142,289,1,2015,1,1,3,0
90,489,2,2014,1,1,4,0
142,289,1,2014,1,1,3,0
123,6254,2,2015,2,1,4,0
93,6297,2,2015,1,1,3,1
154,276,1,2015,1,1,3,0
112,1162,2,2015,2,1,3,0
123,881,2,2015,2,1,4,0
93,6513,2,2015,1,1,3,1
154,277,1,2015,1,1,3,0
112,5866,2,2015,2,1,3,0
112,5849,2,2014,1,1,3,0
112,5866,2,2014,1,1,3,0
90,489,2,2013,1,1,4,0
123,881,2,2014,2,1,4,0
121,209,1,2014,2,1,3,1
89,3043,2,2014,1,1,4,1
154,277,1,2014,1,1,3,0
154,277,1,2013,1,1,3,0
154,278,1,2013,1,1,3,0
89,1200,2,2013,2,1,4,0
89,4286,2,2013,2,1,4,0
144,256,1,2013,1,1,3,1
112,1123,2,2011,2,1,4,0
90,489,2,2011,1,1,4,1
121,209,1,2012,1,1,3,1
89,3043,2,2012,1,1,4,0
154,277,1,2012,1,1,3,0
142,287,1,2012,1,1,3,0
142,289,1,2012,1,1,3,0
89,3518,2,2012,1,1,4,0
112,1124,2,2011,2,1,4,0
112,1162,2,2011,2,1,4,0
112,468,2,2011,2,1,4,0
112,469,2,2011,2,1,4,0
116,234,2,2011,1,1,4,0
144,256,1,2011,1,1,3,1
154,277,1,2011,1,1,3,0
90,489,2,2010,1,1,4,0
144,180,1,2011,1,1,3,1
121,209,1,2011,1,1,3,0
17,744,2,2010,1,1,3,0
112,468,2,2010,2,1,3,0
112,469,2,2010,2,1,3,0
116,234,2,2007,2,1,4,0
154,277,1,2007,1,1,3,0
112,472,2,2007,1,1,3,0
121,209,1,2008,1,1,3,0
116,5659,2,2008,2,1,4,0
17,744,2,2008,1,1,3,0
112,469,2,2008,1,1,3,0
142,289,1,2008,1,1,3,0
121,209,1,2009,1,1,3,0
154,277,1,2009,1,1,3,0
112,469,2,2009,1,1,3,0
142,289,1,2009,1,1,3,1
144,180,1,2010,1,1,3,0
112,472,2,2008,1,1,3,0
116,235,2,2007,2,1,4,0
154,279,1,2007,1,1,3,0
116,5659,2,2007,2,1,4,0
87,454,2,2006,2,1,3,0
17,744,2,2006,1,1,3,0
112,470,2,2006,2,1,3,0
142,288,1,2006,1,1,3,0
121,208,1,2007,1,1,3,0
121,209,1,2007,1,1,3,0
112,471,2,2006,2,1,3,0
87,456,2,2006,2,1,3,0
116,234,2,2006,2,1,4,0
116,235,2,2006,2,1,4,0
121,208,1,2006,1,1,3,0
121,209,1,2006,1,1,3,0
121,212,1,2006,1,1,3,0
17,744,2,2005,2,1,3,0
154,277,1,2005,1,1,3,0
154,278,1,2005,1,1,3,0
116,234,2,2005,2,1,4,0
116,235,2,2005,2,1,4,0
121,208,1,2005,1,1,3,0
121,209,1,2005,1,1,3,0
112,468,2,2004,2,1,3,0
112,469,2,2004,2,1,3,0
154,277,1,2004,1,1,3,0
141,194,2,2003,1,1,3,0
121,209,1,2003,1,1,3,0
93,434,2,2003,1,1,3,0
17,744,2,2003,2,1,3,0
154,277,1,2003,1,1,3,0
112,468,2,2003,2,1,4,0
141,194,2,2004,1,1,3,0
121,209,1,2004,1,1,3,0
116,234,2,2004,2,1,4,0
17,743,2,2004,2,1,3,0
121,211,1,2004,1,1,3,0
116,5659,2,2004,2,1,4,0
17,744,2,2004,2,1,3,0
112,469,2,2003,2,1,4,0
121,211,1,2003,1,1,3,0
112,467,2,2000,2,1,3,0
90,489,2,2000,1,1,3,0
141,194,2,2001,1,1,3,0
121,207,1,2001,1,1,3,0
93,434,2,2001,2,1,3,0
17,744,2,2001,2,1,3,0
154,277,1,2001,1,1,3,0
112,467,2,2001,2,1,3,0
90,489,2,2001,1,1,3,0
141,194,2,2002,1,1,3,0
121,208,1,2002,1,1,3,0
93,434,2,2002,2,1,3,0
17,743,2,2002,2,1,3,0
154,277,1,2002,1,1,3,0
90,489,2,2002,2,1,3,0
17,744,2,2002,2,1,3,0
121,209,1,2002,1,1,3,0
121,210,1,2002,1,1,3,0
121,211,1,2002,1,1,3,0
154,278,1,2001,1,1,3,0
121,208,1,2001,1,1,3,0
121,209,1,2001,1,1,3,0
121,210,1,2001,1,1,3,0
154,277,1,2000,2,1,3,0
93,434,2,2000,2,1,3,0
17,743,2,2000,2,1,3,0
17,744,2,2000,2,1,3,0
89,424,2,2000,2,1,4,0
121,210,1,2000,1,1,3,0
89,424,2,1999,2,1,4,0
93,434,2,1999,1,1,3,0
17,744,2,1999,2,1,3,0
112,467,2,1999,2,1,3,0
97,542,1,1999,1,1,3,0
144,181,1,2000,1,1,3,0
141,194,2,2000,1,1,3,0
141,3946,2,2000,1,1,3,0
141,194,2,1999,1,1,3,0
90,489,2,1998,1,1,3,0
112,467,2,1998,2,1,3,0
154,277,1,1998,1,1,3,0
148,7248,2,1998,1,1,3,1
17,744,2,1998,1,1,3,0
93,432,2,1998,1,1,3,0
93,434,2,1998,1,1,3,0
87,451,2,1997,1,1,3,0
17,744,2,1997,1,1,3,0
148,7248,2,1997,1,1,3,0
154,277,1,1997,1,1,3,0
112,467,2,1997,2,1,3,0
90,489,2,1997,1,1,3,0
89,424,2,1998,2,1,4,0
90,491,2,1997,1,1,3,0
148,7249,2,1997,1,1,3,0
130,300,2,1994,2,1,3,0
17,744,2,1995,1,1,3,0
130,300,2,1995,2,1,3,0
17,744,2,1996,2,1,3,0
154,277,1,1996,1,1,3,0
112,467,2,1996,2,1,3,0
90,489,2,1996,2,1,3,0
97,542,1,1996,1,1,3,1
130,303,2,1996,2,1,3,0
93,432,2,1997,1,1,3,0
130,304,2,1996,2,1,3,0
93,433,2,1997,1,1,3,0
90,490,2,1996,2,1,3,0
130,302,2,1995,2,1,3,0
130,303,2,1995,2,1,3,0
130,302,2,1994,2,1,3,0
87,450,2,1994,1,1,3,1
17,744,2,1994,2,1,3,0
154,277,1,1994,1,1,3,0
87,448,2,1994,1,1,3,1
17,744,2,1992,2,1,3,0
130,299,2,1992,2,1,3,0
87,447,2,1993,1,1,3,0
17,744,2,1993,1,1,3,0
154,277,1,1993,1,1,3,0
130,300,2,1993,2,1,3,0
130,302,2,1993,2,1,3,0
130,300,2,1992,2,1,3,0
87,448,2,1993,1,1,3,0
87,450,2,1993,1,1,3,0
87,447,2,1992,1,1,3,0
87,448,2,1992,1,1,3,0
87,450,2,1992,1,1,3,0
116,261,1,1991,2,1,3,0
87,449,2,1991,1,1,3,0
17,744,2,1991,1,1,3,0
148,272,2,1991,1,1,3,0
90,488,2,1991,1,1,3,0
130,294,2,1991,2,1,3,0
130,299,2,1991,2,1,3,0
130,300,2,1991,2,1,3,0
148,273,2,1991,1,1,3,0
154,276,1,1990,1,1,3,1
90,488,2,1990,1,1,3,0
130,294,2,1990,2,1,3,0
97,414,2,1991,2,1,3,1
130,299,2,1990,2,1,3,0
130,300,2,1990,2,1,3,0
130,301,2,1990,2,1,3,0
87,445,2,1990,2,1,3,0
148,272,2,1990,1,1,3,0
116,261,1,1990,1,1,3,0
154,170,2,1990,2,1,3,0
130,294,2,1989,2,1,4,0
130,296,2,1989,2,1,4,0
130,299,2,1989,2,1,4,0
130,300,2,1989,2,1,4,0
97,414,2,1989,2,1,3,0
116,261,1,1989,1,1,3,0
87,443,2,1989,1,1,3,0
148,272,2,1989,1,1,4,0
90,488,2,1989,2,1,3,0
87,444,2,1989,1,1,3,0
148,273,2,1989,1,1,4,0
154,170,2,1989,1,1,3,0
121,206,1,1989,1,1,3,0
119,243,2,1989,1,1,4,0
90,487,2,1988,2,1,3,0
130,293,2,1988,2,1,4,0
90,488,2,1988,2,1,3,0
130,294,2,1988,2,1,4,0
130,295,2,1988,2,1,4,0
130,296,2,1988,2,1,4,0
130,297,2,1988,2,1,4,0
130,299,2,1988,2,1,4,0
148,272,2,1988,1,1,4,0
148,273,2,1988,1,1,4,0
121,204,1,1988,1,1,3,0
116,261,1,1988,2,1,3,0
97,410,2,1986,1,1,3,0
116,261,1,1986,1,1,3,0
148,272,2,1986,1,1,4,0
90,483,2,1986,2,1,3,0
130,293,2,1986,2,1,4,0
154,170,2,1987,2,1,3,0
121,204,1,1987,1,1,3,0
97,410,2,1987,2,1,3,0
116,261,1,1987,1,1,3,0
148,272,2,1987,1,1,4,0
90,484,2,1987,2,1,3,0
130,293,2,1987,2,1,4,0
148,273,2,1987,1,1,4,0
90,486,2,1987,2,1,3,0
130,294,2,1987,2,1,4,0
130,295,2,1987,2,1,4,0
130,296,2,1987,2,1,4,0
130,297,2,1987,2,1,4,0
130,299,2,1987,2,1,4,0
148,273,2,1986,1,1,4,0
90,484,2,1986,2,1,3,0
130,294,2,1986,2,1,4,0
130,295,2,1986,2,1,4,0
130,296,2,1986,2,1,4,0
130,297,2,1986,2,1,4,0
130,299,2,1986,2,1,4,0
119,241,2,1986,1,1,3,1
121,204,1,1986,1,1,3,0
148,272,2,1985,1,1,4,0
130,293,2,1985,2,1,4,0
148,273,2,1985,1,1,4,0
130,294,2,1985,2,1,4,0
130,295,2,1985,2,1,4,0
